2026-05-11T00:20:26.825Z [[32minfo[39m] 🚀 Prova Monitor starting...
2026-05-11T00:20:26.827Z [[32minfo[39m] Config {"solanaRpc":"https://solana-devnet.g.alchemy.com/v2/pkf1MmFFP3jrtqw0BR7vCInGmCeUFwO7","proverMode":"local","cluster":"devnet"}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xa511c2b3","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x867c0d96","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xf4d0c047","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xee48e5cd","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x7c88850b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xdf177aec","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x9355f1aa","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xbd5abf99","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x12c98dc4","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x115ca314","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0xf64b3030","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x8a4e1ec7","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.351Z [[32minfo[39m] Balance check {"ruleId":"0x1aa3d140","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0xf17272a7","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0xf2dd21d3","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0xe922cb8f","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0x30815b38","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0xf9ced842","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0xb4515b23","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.352Z [[32minfo[39m] Balance check {"ruleId":"0x80e1788c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.353Z [[32minfo[39m] Balance check {"ruleId":"0x49a34091","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.353Z [[32minfo[39m] Balance check {"ruleId":"0x6f05ccf0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.353Z [[32minfo[39m] Balance check {"ruleId":"0xb4310c3b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x3e9555f1","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xddcf513e","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xd19b3e73","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xdd2fcbde","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xd74e04a0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x67e7c6bd","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xdc5101e0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x7fbc7d2b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x7c30d2d4","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x12343238","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x9e811279","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xd68c9890","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x621fe0bd","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xbc6b67ff","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xd72521f3","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x7f39f6c7","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0x95728857","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.354Z [[32minfo[39m] Balance check {"ruleId":"0xf81d600f","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xb831c93c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xcfcbcf0e","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xeea65051","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xd18cd589","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xa187c229","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xaa02ee1c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0x437c3682","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.355Z [[32minfo[39m] Balance check {"ruleId":"0xc21ecf36","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x689e977f","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x96bb1562","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x20ea88d0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0xdd4fbf57","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x08514e20","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x634fa971","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x3d2ae4b1","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x3a22b0da","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x08035936","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0xde4e25f5","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.356Z [[32minfo[39m] Balance check {"ruleId":"0x7b6a4f59","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.357Z [[32minfo[39m] Balance check {"ruleId":"0xf9f0074b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.357Z [[32minfo[39m] Balance check {"ruleId":"0xf1d4e2ed","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.357Z [[32minfo[39m] Balance check {"ruleId":"0xef3e9ea1","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.357Z [[32minfo[39m] Balance check {"ruleId":"0xdf14262b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xbba98da0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x7188511f","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x5216ec0d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x912863b4","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x38db8dd6","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xa915ef79","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xbfc4e0ee","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x00ff59d2","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x408fa700","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x4f47ce0d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xc2b28de5","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0x0f9c5ef3","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xb805f932","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.358Z [[32minfo[39m] Balance check {"ruleId":"0xe2ea9d3c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x19339953","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xe70edfc7","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x358e9043","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x4ff8bffe","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xf143f1cb","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x70357a97","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x8bf00e8d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xb2a9e6e0","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x37acf167","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x14bfb513","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x3bca672d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x395d4e2c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xf616bc6f","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xb13a9aa8","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xc27a7d8d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x6203b442","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xff982603","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x7b1b5c0d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x2f0ac42c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0x964c2266","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.359Z [[32minfo[39m] Balance check {"ruleId":"0xbb36fbe6","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.360Z [[32minfo[39m] Balance check {"ruleId":"0x82733504","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.360Z [[32minfo[39m] Balance check {"ruleId":"0x53ff98fd","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.360Z [[32minfo[39m] Balance check {"ruleId":"0x2219595d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.360Z [[32minfo[39m] Balance check {"ruleId":"0x0f596d36","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.360Z [[32minfo[39m] Balance check {"ruleId":"0x75c83de4","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xd752acd9","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xaeab725a","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xe063ca1c","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x7a926888","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x896fff91","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xb8e9e2f1","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x3e7fc535","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xbf468734","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x50bf48fb","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x2ec0e3bc","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x7fbea133","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xaecd45dd","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xdda9d9a8","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0x164cb89b","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xe797fe78","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
2026-05-11T00:29:05.361Z [[32minfo[39m] Balance check {"ruleId":"0xfbe61e1d","address":"0x0101010101010101010101010101010101010101","balance":"0.023000147079023 ETH","threshold":"0.000000000000000001 ETH","block":10829833,"triggered":false}
